"CustomerID","PurchaseDate","PurchaseValue"
15984,2010-08-12,0.42
17231,2011-10-06,3.75
17727,2011-11-24,10.5
14410,2011-09-08,8.25
13227,2011-05-22,19.5
15992,2010-09-12,17.7
17354,2010-10-07,9.9
13078,2010-11-23,35.7
12755,2010-02-23,-2.1
15050,2010-08-16,34
13319,2010-01-10,39.6
12428,2011-08-11,20.8
14911,2010-05-04,269.34
14505,2010-12-12,16.9
13263,2010-11-05,1.45
13263,2011-10-25,1.65
12415,2011-03-03,579.84
16145,2010-12-15,15.6
14618,2011-01-06,75
13564,2010-01-19,7.5
15796,2011-05-08,19.8
16570,2011-11-07,25.2
16592,2011-02-25,17.7
17841,2011-09-28,4.95
15955,2010-12-02,26.4
13758,2010-12-01,17.4
13001,2011-02-16,77.5
14649,2010-01-20,21.9
15329,2010-03-19,13.2
15276,2011-10-04,4.95
15752,2011-09-07,10.4
17654,2011-03-07,3.1
15861,2010-05-21,5.9
17863,2011-07-17,30
15571,2010-11-18,14.3
17255,2011-10-30,8.31
16406,2010-02-24,3.35
17564,2011-09-20,5.1
13050,2011-06-07,36.15
12933,2010-09-14,3.75
13838,2010-12-05,8.2
14817,2010-11-09,17
15489,2010-11-04,17
13531,2010-12-08,25.5
17314,2011-10-12,15
14456,2011-07-20,5.01
15418,2010-05-02,45.9
17196,2010-10-08,15.65
17810,2010-01-25,3.3
14544,2010-12-13,15
14911,2010-02-21,15
17290,2011-11-23,39.95
16620,2009-12-01,12.6
17416,2010-11-11,19.5
15632,2011-10-07,9.9
13176,2011-10-24,15.25
16767,2011-03-24,15
13911,2011-05-08,15
17047,2011-05-18,25.2
13767,2010-10-05,51
17337,2011-05-12,0.65
13870,2010-02-08,15.6
15311,2011-07-06,1.25
16918,2011-10-07,1.26
13267,2010-11-30,17.7
17238,2010-03-16,13.2
17771,2011-01-20,2.55
14502,2011-04-19,89.55
12663,2010-02-09,12.75
15861,2011-11-13,3.3
13422,2011-10-06,24.36
18116,2010-11-12,1.65
12518,2011-08-21,10.2
17402,2010-08-26,3.9
17432,2009-12-03,5.1
14451,2010-04-25,2.55
14096,2011-09-13,-52.24
18241,2011-05-06,14.85
15965,2010-04-13,28.45
18150,2011-07-22,10.2
15061,2011-01-18,118.8
16340,2011-08-24,4.33
17109,2010-07-30,15.3
16839,2010-06-17,175.2
13984,2010-08-03,12.5
15544,2011-06-19,5.04
17611,2011-03-13,4.6
14869,2010-02-14,17.55
15750,2011-06-22,5.04
17113,2010-01-11,9.95
16265,2010-11-18,15
14519,2009-12-11,3.9
16713,2009-12-15,4.2
15998,2009-12-11,11.7
17243,2011-04-17,75.85
13521,2011-12-04,0.85
13317,2010-10-28,17.7
17774,2011-09-04,2.1
16655,2010-05-09,8.4
17091,2010-06-11,6.7
13853,2011-10-13,19.8
16871,2011-09-11,17.34
17085,2010-04-18,7.95
12731,2010-06-14,102
17289,2011-11-06,17.55
14895,2010-03-31,35.76
13694,2010-04-08,280.8
13952,2011-05-06,25.2
17530,2011-12-08,2.9
15010,2011-11-04,15
15865,2011-09-12,17
14813,2010-11-19,5.8
14099,2011-08-11,12.5
17389,2010-11-29,296.1
16807,2011-05-08,16.6
16378,2011-02-02,17.4
16384,2010-04-28,10.2
15032,2010-12-08,4.95
16269,2010-09-28,38.3
15571,2010-03-23,8.5
14839,2010-05-09,15.6
16124,2010-10-17,15
14316,2010-10-13,120.96
17832,2011-10-21,1.17
16756,2010-10-31,17.7
15485,2010-12-01,10.5
16395,2010-10-18,2.95
14911,2011-11-01,35.4
17796,2010-11-21,1.45
15498,2011-01-20,34.8
14156,2010-11-15,10.08
16375,2010-08-26,8.5
13230,2011-01-23,0.95
14081,2011-02-10,10.5
16262,2010-11-26,13.95
12682,2011-05-22,25.5
13988,2010-03-24,15.9
14502,2011-10-02,0.39
18090,2010-10-14,1.3
12477,2011-10-07,70.8
18126,2011-10-10,2.55
15547,2011-10-02,7.8
18041,2011-11-28,3.75
12569,2011-10-20,15
14744,2010-05-25,25.2
13174,2010-05-21,7.5
16835,2010-05-19,14.85
17813,2011-10-06,5.5
16745,2011-03-10,19.75
15159,2011-09-11,39.8
14911,2010-09-26,17
14738,2010-05-27,17.85
14020,2010-08-20,14.98
14415,2009-12-16,0.84
12569,2011-05-05,25.2
17914,2011-12-06,2.1
13093,2010-12-01,15
15719,2009-12-01,2.5
14025,2010-05-26,27.44
13478,2010-08-27,19.5
12619,2011-08-15,26.4
15270,2011-02-11,290
14680,2011-03-29,184.6
12830,2011-09-09,233.28
16883,2010-06-22,10.2
14709,2010-08-08,29.85
13148,2011-01-30,8.35
17083,2011-02-09,30
12748,2011-07-01,2.95
17364,2010-01-05,10.2
16839,2011-01-07,45
12682,2011-06-15,17.4
13955,2010-11-29,9.95
14132,2011-11-25,15
14529,2011-10-10,4.53
16242,2010-03-15,7.49
13339,2011-05-23,22.5
14583,2010-03-28,7.49
17894,2010-11-10,2.5
14759,2011-04-21,15.9
12573,2011-04-26,1.25
16033,2011-08-23,20
17861,2010-01-05,10.08
15498,2010-11-12,17.7
14844,2011-04-12,25.2
13208,2009-12-03,6.75
17144,2011-12-08,14.85
16670,2011-01-11,18.6
16892,2009-12-08,1.65
16279,2011-09-13,7.65
14878,2010-08-01,2.5
15555,2010-12-09,36.75
17841,2010-05-25,12.2
16609,2011-09-13,17
13821,2010-01-07,17.4
14511,2011-10-05,12.48
12748,2010-12-08,35.4
16871,2011-05-13,17.7
12909,2010-02-24,15.3
14487,2011-11-13,2.08
17377,2010-11-18,4.25
13869,2010-11-23,59.75
14388,2010-12-02,8.5
13642,2011-05-08,13.32
15005,2010-09-09,16.75
13869,2011-08-08,19.8
17231,2010-03-15,12.7
14527,2011-06-22,4.16
16477,2011-07-31,14.75
16945,2010-02-03,5.04
16240,2011-09-23,17.7
17884,2010-12-06,9.35
17243,2010-03-28,19.8
15889,2010-12-05,4.2
13767,2010-01-07,47.6
14470,2011-02-25,30.6
16034,2011-01-11,23.6
17850,2010-12-02,25.5
13313,2011-05-08,20.8
16611,2010-03-10,21.3
16782,2010-12-09,1.65
13137,2010-11-18,18.6
14388,2011-03-03,32.1
15641,2010-04-29,8.5
16550,2010-06-16,15.3
18225,2010-11-18,30
17787,2011-02-08,15.8
12667,2011-10-12,14.85
15436,2011-10-23,5.1
16794,2010-09-26,4.62
14882,2011-11-13,83.4
18110,2011-11-20,2.55
17732,2010-08-27,16.5
14713,2011-11-30,8.4
15652,2010-10-13,1.05
15981,2011-05-13,41.6
13673,2011-11-21,1.95
18009,2010-02-25,2.98
16092,2011-03-30,30
13686,2010-11-03,10.5
17581,2011-06-15,41.6
17314,2011-02-01,25.2
14497,2010-02-04,23.4
13070,2011-05-31,62.4
14646,2011-02-22,51.84
13601,2011-05-12,6.6
18041,2010-08-20,10.2
14911,2010-12-03,28.2
16655,2011-11-22,9.96
14154,2010-11-23,102
17920,2010-05-09,3.75
13322,2011-11-22,2.89
15959,2010-01-26,29.95
12748,2010-11-25,15.3
14665,2011-10-10,15
15452,2010-07-16,33.6
16923,2011-03-27,0.42
17082,2009-12-15,51
14493,2010-06-21,2.55
13408,2011-07-24,159.6
18172,2010-11-17,23.4
14085,2011-03-24,9.75
15805,2010-09-26,17.7
17660,2009-12-02,0.42
14292,2010-07-20,13.2
13991,2011-11-27,0.76
15898,2009-12-11,13.5
14040,2009-12-01,21.15
12422,2010-05-20,10.2
16825,2010-11-26,67.5
14662,2011-03-09,5.9
14470,2010-10-05,9.9
13240,2010-12-09,14.85
17051,2010-09-19,1.65
14535,2010-03-25,2.5
13831,2010-06-28,17
17340,2010-12-08,30
14004,2011-08-04,15
14911,2010-09-08,42
16783,2010-09-29,19.8
14856,2011-10-14,42.48
13371,2010-03-17,9.9
14849,2011-05-10,17.7
16206,2011-01-16,1.65
16130,2010-10-13,17.7
16367,2011-11-02,49.95
15280,2010-05-17,8.7
14590,2009-12-16,0.85
17615,2011-05-01,19.9
18067,2011-10-30,1.25
17449,2010-12-15,10.15
13979,2011-09-27,17.4
13694,2010-01-10,86.4
16186,2011-04-12,8.5
14159,2011-11-20,10.84
14496,2010-05-09,31.8
14911,2010-03-19,16.8
17448,2010-03-11,15.3
13124,2010-12-15,46.5
16787,2010-01-10,5.2
12727,2011-02-16,38.1
13293,2010-02-09,15
16940,2010-04-13,5
16904,2010-11-07,15.12
14546,2010-02-07,8.05
17389,2011-12-06,59.7
13804,2011-07-21,27.35
13076,2010-09-08,15.3
17560,2010-11-09,88.8
14606,2010-12-22,2.55
14911,2010-01-28,17
17223,2010-12-06,1.25
12360,2011-08-19,28.8
14547,2011-11-23,11.4
16374,2011-10-04,14.97
12600,2011-04-28,13.52
15276,2010-10-01,12.15
15356,2011-08-26,8.32
15437,2011-03-22,11.9
12457,2011-09-14,19.8
17774,2011-04-04,33.65
15255,2010-08-13,10.2
18226,2010-08-18,81.6
16549,2010-08-26,21.9
15610,2011-10-19,17.34
13232,2011-11-13,10.85
12937,2011-05-26,14.85
14423,2010-09-28,15
16191,2010-10-07,177.6
15580,2010-02-07,7.95
13842,2010-02-16,19.8
16081,2011-09-13,24.9
14175,2011-06-21,53.05
12451,2011-11-18,59.4
14110,2010-05-04,17.7
12935,2010-11-29,38.28
16487,2010-02-18,13.8
12785,2010-12-10,16.5
15977,2011-11-22,56.16
15985,2010-07-16,50.88
18119,2010-12-07,10.85
14506,2011-10-04,3.3
14625,2010-11-25,17
13089,2011-09-01,30
17428,2010-08-13,-10.9
13269,2010-06-30,23.4
18161,2011-11-24,14.85
14530,2011-02-16,31.9
14304,2011-02-11,-17.7
14156,2010-11-26,17.7
14737,2011-08-03,51
16710,2010-02-08,13.5
15615,2010-04-15,13.2
15039,2011-05-04,32.65
12949,2009-12-03,19.8
13317,2010-11-08,39.76
15060,2011-11-30,3.11
12631,2010-04-21,13.6
16049,2010-11-21,8.05
16324,2011-08-03,5.9
13956,2011-07-24,5.95
15521,2011-05-11,5.04
17878,2010-11-09,12.5
18211,2011-03-06,43.4
14648,2010-05-13,35.4
17411,2011-11-27,50
17618,2010-12-12,11.8
15532,2011-11-14,9.55
14607,2011-10-24,228
13648,2010-04-23,20.28
16984,2010-10-31,13.05
12933,2010-11-04,4.95
17560,2011-09-06,41.6
17677,2011-07-20,10.2
14194,2011-05-27,30
15013,2010-08-09,6.25
13767,2010-12-01,100.8
14056,2011-05-06,5.9
14524,2010-10-19,44.85
16755,2011-04-27,45.8
12472,2011-11-08,-4.16
12567,2011-06-13,49.5
17841,2011-07-18,14
13263,2011-04-26,2.6
13178,2010-12-14,19.5
13602,2010-09-30,25.2
16003,2010-03-24,10.2
13929,2010-08-06,30
14346,2011-08-11,30.85
17422,2010-10-14,10.08
14056,2011-04-15,4.95
15184,2011-11-10,3.39
12933,2009-12-10,4.25
13313,2010-01-25,22.5
13018,2011-10-06,10.5
12461,2011-07-08,20.1
13764,2011-09-30,8.25
13935,2010-02-25,60
13097,2010-03-03,19.95
13394,2010-09-30,6.96
13394,2011-12-08,30
14606,2010-04-07,8.05
15044,2011-10-31,39.1
16982,2011-10-10,17
17841,2010-02-18,1.55
18145,2011-11-27,22.05
16650,2010-08-12,12.6
17738,2010-04-07,25.5
15615,2010-05-05,17.7
14684,2011-05-08,2.75
14226,2011-05-13,97.8
14961,2010-11-01,102
14451,2010-06-13,2.95
17349,2010-03-18,112.2
13958,2010-04-28,98.1
15154,2011-09-25,5.9
12359,2011-10-13,99.7
15498,2009-12-16,62.5
12540,2011-07-25,13.2
15023,2011-01-18,10.9
17109,2011-11-07,4.68
15803,2010-02-01,35.4
13571,2011-09-08,21
15857,2010-10-05,10.08
13148,2010-04-29,27
14175,2011-10-11,17.34
14810,2010-10-17,7.8
15416,2011-07-07,14.85
16888,2010-01-07,0.44
17965,2010-11-17,9.9
16907,2011-11-10,6.58
16810,2010-10-15,17.7
16191,2010-06-11,69.6
16923,2011-09-01,3.75
14680,2009-12-11,5.5
17811,2011-04-12,6.72
14680,2011-09-29,179
14841,2011-02-24,14.85
13799,2010-04-11,130.8
16794,2010-03-25,2.95
15078,2011-04-20,13.2
16186,2010-12-02,25.2
14415,2010-11-25,1.69
15601,2010-03-24,17.7
16837,2011-05-26,16.95
13152,2010-06-28,19.9
14505,2011-11-01,12.55
17135,2011-11-23,19.8
13078,2011-07-22,50.4
18260,2010-10-01,39.6
16767,2011-01-27,33
14096,2011-10-03,15.6
15701,2011-08-21,7.5
16550,2011-04-18,6.76
15061,2011-11-04,18
13309,2011-05-17,17.7
17757,2010-10-17,3.75
15003,2010-01-26,2.95
16272,2011-08-15,0.55
12529,2010-06-29,20.7
13610,2010-01-05,5.9
14248,2010-09-06,69.54
15015,2010-03-24,11.25
17081,2010-02-22,7.5
15311,2011-02-01,70.8
14869,2011-08-28,3.48
17700,2010-07-22,17.7
17298,2011-08-07,29.88
17315,2010-11-18,1.25
16677,2010-02-25,15.9
18109,2011-09-09,51
15998,2010-06-27,10.45
17716,2010-05-20,19.8
14415,2010-02-12,15.3
16809,2011-11-16,1.1
14911,2011-07-21,19.92
12668,2011-01-31,20.1
17282,2011-02-13,24.7
12856,2011-10-31,15
17850,2010-12-01,12.6
18118,2011-04-10,1.7
15427,2011-10-23,11.7
15615,2010-03-19,30
16549,2010-07-22,1.65
13081,2011-07-19,199.43
14924,2011-04-08,15.8
12476,2010-10-19,25.2
13032,2010-11-12,16.45
12971,2011-07-05,36
12857,2010-09-29,20.4
16175,2011-05-19,10.2
13113,2010-10-08,-2.98
14246,2011-08-21,19.8
17377,2010-08-15,78.15
12708,2011-05-23,15
16348,2011-08-03,2.95
16327,2010-12-05,6.3
15804,2011-07-31,15
13069,2011-11-25,2.1
14701,2011-03-06,3.75
14543,2010-09-29,270
13069,2010-11-28,5.88
12468,2010-04-09,65.4
15514,2009-12-04,29.5
15260,2010-08-05,17.7
14911,2010-05-09,46.8
17084,2011-11-04,43.2
15563,2010-01-28,15
15414,2011-04-11,23.55
14329,2011-10-21,33
14988,2011-05-12,11.15
15002,2010-01-12,25.7
13268,2011-06-23,8.34
16570,2011-05-18,16.5
14252,2010-11-23,10.2
16049,2010-07-11,9.9
16161,2010-09-26,1.65
14506,2011-11-22,5.9
13989,2011-04-14,23.8
12433,2011-11-30,88.8
13394,2011-09-22,6
12637,2011-04-14,23.4
17109,2011-04-21,12.85
14156,2010-04-19,17
14911,2010-05-06,10.08
14587,2011-03-25,7.75
16609,2011-11-24,29.85
14107,2010-09-17,35.7
16839,2011-07-22,34.56
16764,2011-11-18,2.1
15351,2011-11-06,2.08
14249,2010-01-29,10.5
12662,2010-05-02,32.55
14701,2010-09-16,2.1
14163,2011-07-10,22.5
17757,2011-04-10,1.45
16286,2010-03-26,15
16875,2010-01-05,9.9
12748,2010-02-02,7.55
17231,2010-11-15,4.95
17220,2011-03-30,9.65
15382,2010-02-22,17.7
13174,2010-01-28,17.7
15003,2010-02-03,5.45
14646,2010-03-02,346.08
14441,2010-06-06,23.6
17706,2010-01-19,5.04
15856,2011-08-28,36.49
13729,2010-09-27,17.7
15093,2010-01-12,10.5
13206,2009-12-14,8.75
13685,2011-12-05,1.95
12921,2010-11-19,32.7
12424,2010-10-13,10.08
14505,2010-05-23,10.9
17490,2011-12-09,30.6
16521,2010-10-20,5.46
15228,2010-07-28,73.7
12406,2011-11-17,20.4
17850,2010-02-24,30.6
16326,2011-01-30,7.95
17068,2010-06-28,14.85
14688,2011-02-08,11.9
12911,2010-06-06,1.95
14634,2010-09-28,10.2
14057,2010-08-18,1.25
14295,2010-09-27,25.2
14546,2011-10-30,38.3
17364,2010-05-28,2.55
13815,2011-01-25,25.5
17769,2010-01-19,14.95
13571,2010-11-16,5.1
16931,2011-05-22,4.95
15807,2011-09-23,16.5
15228,2011-10-04,16.5
13126,2011-09-28,15
18237,2011-09-09,9.96
13971,2010-06-17,15.6
13471,2011-10-23,25
13267,2010-12-08,20.8
16161,2011-02-01,10
15024,2010-11-18,3.9
16279,2011-11-18,16.35
14572,2010-05-30,34.05
17706,2010-10-01,31.2
16207,2011-11-14,35.1
13532,2011-11-06,1.25
17850,2010-12-02,6.36
12577,2009-12-03,11.25
18036,2010-11-19,2.1
17841,2011-03-31,11.8
16743,2011-07-07,1.65
14136,2010-11-04,10.2
15059,2010-11-28,8.4
14667,2010-12-09,12.2
17463,2011-10-21,2.1
16603,2011-09-09,17
17138,2010-02-04,12.6
17841,2011-12-08,2.6
16684,2010-09-13,25.2
15673,2010-07-12,50.5
16571,2010-05-28,-0.42
12865,2011-11-13,16.6
13259,2010-04-11,1.25
14479,2010-10-17,2.55
13048,2010-04-27,7.5
15651,2010-04-22,68
12520,2011-07-20,16.35
13590,2010-01-27,2.5
15464,2011-01-05,31.65
13900,2010-03-25,34
13050,2010-11-30,32
16525,2009-12-21,79.2
14343,2010-01-18,5.95
17852,2010-11-16,1.65
14413,2010-12-12,9.9
16985,2010-12-16,30
16684,2010-11-17,162.6
17139,2011-11-01,20.8
17869,2010-08-27,6.95
13110,2010-02-24,7.49
15502,2010-12-06,-59.8
16984,2010-06-07,5.1
14621,2011-08-04,-12.75
15856,2011-06-10,49.92
18106,2010-01-15,5.04
14916,2011-01-19,19.5
14700,2011-06-03,16.5
13280,2011-01-27,20.22
16321,2010-03-23,15
14550,2010-11-16,9.9
13418,2011-09-02,17.7
16713,2010-01-27,1.65
16126,2011-11-10,79.05
12502,2011-02-03,19.8
13159,2011-10-20,16.5
14837,2010-08-31,6.6
17442,2011-08-10,20.8
15493,2010-11-15,23.7
17733,2011-11-01,30
14568,2010-09-30,10.2
17402,2010-06-07,3.3
13632,2011-04-10,9.9
13089,2010-06-08,38.85
13148,2010-05-21,17
14016,2010-01-08,17.85
17618,2010-06-20,15.15
12647,2010-01-13,15
16119,2010-05-02,15
16464,2011-07-20,2.88
13089,2010-08-19,12.5
12943,2010-04-13,15
15502,2011-09-11,15.3
12490,2010-11-26,12.6
16012,2010-11-03,6.25
17722,2010-11-29,17
13625,2010-04-22,10.4
15288,2010-12-09,5.9
17596,2011-10-25,19.55
17068,2011-01-31,16.5
13289,2009-12-16,15
18183,2011-04-26,40.72
16444,2010-10-10,5
14600,2010-11-11,18.6
16830,2010-09-23,15
17416,2010-06-07,10.5
14709,2011-08-01,20.8
12586,2010-11-30,32.65
17372,2010-01-10,3.75
12846,2010-01-26,15.58
13136,2010-05-02,37.5
16005,2010-10-11,14.45
13718,2011-04-07,111.6
17988,2009-12-07,2.5
12787,2011-11-30,15
14527,2009-12-16,12.65
15157,2011-07-08,9.12
16104,2009-12-06,26.6
16126,2010-11-15,35.7
15522,2011-11-07,0.84
18149,2011-03-11,30.45
15756,2011-04-04,1.65
15339,2010-10-14,7.25
17237,2010-11-23,22.95
12481,2011-05-19,19.8
16327,2011-09-20,20.5
16242,2010-04-26,14.98
17841,2011-01-19,2.55
18082,2011-11-14,20.4
14205,2010-12-09,-15
12625,2011-05-12,33
16556,2010-05-05,5.04
12471,2010-11-30,19.8
17997,2011-09-02,2.9
13174,2010-12-05,16.25
13507,2011-07-17,15
16745,2011-02-17,72
14085,2009-12-17,5.9
14034,2011-07-05,15
14469,2010-08-02,11.25
15506,2011-10-25,4.15
17045,2011-08-18,13.95
14715,2010-05-26,19.5
13021,2010-07-01,14.98
16304,2010-01-14,15.3
18183,2011-03-10,19.5
15005,2011-09-15,5.1
17511,2010-12-07,76.32
14841,2009-12-08,30
16955,2010-06-03,13.52
18231,2010-01-10,12.75
13540,2010-08-29,14.98
17381,2011-04-03,120.96
13050,2010-06-24,41.66
15111,2011-10-04,13.28
14507,2011-08-30,2.08
16347,2011-11-03,6.24
13230,2010-07-15,3.75
16379,2011-11-02,59
16904,2010-11-26,15.9
17158,2010-03-07,15
13555,2010-06-15,15
15120,2011-08-02,-15
17511,2011-07-20,647.7
17589,2010-09-15,5.85
14944,2011-09-23,39.6
12734,2010-11-12,30
13451,2011-05-12,8.7
16905,2010-11-18,2.55
13319,2010-09-10,15
15377,2010-11-02,17.7
17272,2011-05-27,-3.25
16409,2009-12-13,0.84
18118,2011-04-01,17.85
12720,2010-08-25,10.5
16385,2010-12-08,19.8
16469,2011-04-07,5.95
15607,2010-03-24,19.8
14367,2011-07-25,17.7
14555,2010-11-23,14.75
16040,2011-07-14,17.9
14036,2011-02-28,15.9
12396,2010-02-03,17.7
12450,2010-08-22,13.5
12955,2011-03-17,19.8
14502,2011-11-06,10.55
17364,2011-03-29,20.25
14527,2010-01-07,12.2
17301,2010-03-25,1.7
15271,2011-10-24,9.11
13542,2010-02-28,22.47
12895,2011-09-14,13.2
15276,2010-11-10,8
14852,2010-08-19,13.2
13388,2011-07-31,17.34
12720,2011-08-03,20.8
13579,2010-12-05,12.6
13799,2010-08-10,17.88
16948,2011-03-23,31.2
14692,2011-04-18,14.85
14030,2010-11-28,9.43
13554,2010-11-03,3.9
13416,2011-10-27,34
17412,2010-11-19,19.5
13557,2011-03-04,17.88
16360,2011-11-20,21.75
15955,2010-09-14,34
14053,2010-08-10,137.8
17329,2009-12-03,2.95
16241,2011-07-24,4.58
15005,2010-03-04,4.95
17838,2010-12-09,7.5
15238,2011-11-10,19.8
17350,2011-12-01,39.6
15822,2011-12-06,9.9
17324,2011-11-18,35.5
15773,2010-10-26,6.6
14307,2010-12-01,15.9
17841,2010-11-26,11.91
18022,2011-11-04,14.15
14911,2011-05-16,83
12765,2010-08-24,5.04
12645,2011-05-04,16.5
17786,2011-09-15,0.42
17850,2010-07-05,4.32
14175,2010-05-05,25.2
13444,2010-11-30,12.6
17017,2010-12-14,72
16558,2011-12-09,23.4
17920,2011-11-13,5.15
17920,2010-07-29,7.8
14395,2011-05-01,16.9
14382,2010-11-14,13.48
13078,2010-10-29,102
12708,2009-12-18,13.52
14904,2010-10-27,13.2
15660,2011-05-19,21.54
17227,2010-01-15,30
12481,2010-12-20,59.8
16728,2011-04-17,5.95
12455,2010-09-20,15
17808,2010-05-30,13.44
14623,2010-06-23,15
14298,2010-06-11,99
12902,2011-03-20,15
15910,2011-11-24,1.65
15225,2011-04-19,15.9
15265,2011-04-18,13.5
15687,2011-02-01,34.65
17652,2011-10-03,17.7
17949,2010-04-06,318
15039,2011-01-19,39
14356,2011-09-19,17.34
14606,2011-11-18,3.8
14394,2010-05-24,15
15628,2010-12-08,10.2
16445,2010-11-18,1.65
17582,2010-05-16,5
13871,2011-07-28,17
12471,2011-02-11,-76.65
15480,2010-02-01,-818.19
15002,2010-02-17,4.65
13415,2009-12-11,6.55
16742,2010-08-04,15
12471,2011-01-05,-19.9
14329,2011-01-14,38.1
17127,2010-08-15,35.4
17323,2011-11-20,3.73
14680,2010-01-04,1.65
15750,2010-10-05,15.2
16057,2011-11-23,15.9
17974,2011-10-26,1.25
13211,2011-09-05,102
16081,2010-02-03,1.25
15972,2010-09-09,9.9
14462,2011-09-16,6.3
13184,2011-11-25,3.75
15078,2010-07-19,10.2
14548,2009-12-06,35.35
12471,2010-11-15,17
14680,2010-12-03,17
16556,2011-04-08,5.04
12843,2010-06-16,39.9
14684,2011-11-14,3.3
13118,2011-05-15,23.8
16471,2010-02-25,15
13891,2010-10-21,15
12757,2011-10-06,4.2
17977,2011-11-10,6.96
14907,2011-07-15,19.8
14583,2011-06-27,2.08
16241,2010-10-25,3.35
17850,2010-04-19,25.2
15606,2011-03-23,30
13771,2010-06-08,11.7
16779,2010-01-22,147.5
18077,2011-11-06,3.36
16888,2010-11-04,0.85
15965,2011-11-22,8.5
14194,2011-10-28,30
13082,2011-03-30,15
15249,2011-08-04,14.85
14298,2011-07-21,30
16444,2010-11-07,15
15752,2011-10-31,11.86
12916,2011-05-22,20.4
15228,2010-10-07,57.2
13373,2011-07-04,15
17608,2010-04-11,3.3
14070,2010-01-24,25.5
13001,2010-05-11,17.7
15555,2011-06-16,6.6
13397,2010-02-16,12.6
15023,2010-12-05,26.5
17983,2010-11-09,3.75
13047,2010-04-01,29.96
16422,2010-10-26,23.4
15039,2010-11-22,27.15
13477,2010-04-29,15
13047,2011-02-03,10.5
15367,2010-04-27,28.2
17841,2011-07-18,-2.1
17965,2011-09-09,4.95
16131,2010-04-22,179.4
17841,2011-08-09,5.1
17749,2011-03-28,15.9
16204,2010-11-24,22.5
16574,2010-02-19,17.88
14800,2011-09-25,14.23
17017,2010-11-09,19.8
16779,2010-07-29,-1.45
14129,2011-09-05,15
14204,2010-10-13,4.95
15532,2010-06-29,4.95
13373,2010-03-28,75.48
16948,2010-02-21,15.6
14227,2010-06-01,10.2
12448,2011-10-26,15.3
14966,2011-11-25,4.16
16549,2010-10-26,7.05
15212,2010-11-28,19.8
13050,2010-10-31,11.25
15015,2010-07-01,4.95
12766,2011-10-13,13.68
15023,2010-05-05,6.6
12937,2011-11-24,9.9
17644,2011-12-08,3.48
15465,2009-12-10,90
12597,2011-11-07,-2.89
15078,2010-09-01,39
13089,2010-05-21,50.88
16442,2010-12-14,2.95
15563,2010-07-13,8.34
13999,2011-06-13,20.8
13658,2010-11-21,53.55
17137,2010-06-21,6.6
13988,2011-06-30,17.7
12989,2011-07-05,151.2
17509,2011-10-07,17.34
15511,2011-10-20,8.25
15542,2009-12-02,8.1
14224,2011-01-23,12.15
16549,2011-11-21,11.45
13999,2011-10-06,52.4
15339,2010-09-08,3.75
14056,2011-11-24,7.5
13078,2011-04-08,12.5
18221,2011-10-06,10.2
15828,2010-11-29,25.5
16063,2011-03-24,13.6
17841,2010-04-13,5.85
14748,2010-12-06,33
16249,2011-04-14,51
14099,2010-07-22,22.74
13211,2011-11-29,10.5
15448,2011-01-31,30.1
16059,2010-05-19,3.4
15194,2010-09-14,20.16
14599,2010-11-14,2.9
15005,2010-09-23,5.1
14724,2010-04-28,17.7
15912,2011-04-20,3.75
14498,2010-12-13,13.52
15311,2011-11-15,-2.55
13045,2010-08-10,22.5
17338,2011-08-17,5.9
16717,2011-11-07,10.5
14249,2010-05-23,19.8
13985,2011-11-25,15.3
13895,2010-07-12,15.3
16394,2011-02-23,25.2
15466,2010-11-15,4.95
15015,2010-01-13,29.7
14156,2011-06-24,8.5
12429,2011-04-26,16.5
14911,2010-08-03,30
17841,2011-07-12,2.95
16101,2010-05-27,17.7
17392,2010-09-15,11.4
16469,2011-11-16,2.5
17340,2011-04-11,10.5
13269,2011-05-05,23.4
17191,2010-08-10,18.95
13963,2010-07-28,14.98
12374,2011-11-14,25.5
16200,2010-06-06,2.55
16556,2011-06-30,15.9
15640,2011-11-23,20.4
14125,2011-11-11,10.2
14462,2011-07-17,13.5
12694,2010-10-14,20.4
17042,2011-04-06,5.1
16187,2011-09-25,10.5
13089,2011-06-19,24.96
16774,2010-02-16,11.15
14422,2010-09-29,14.85
17858,2011-09-18,29.75
15571,2010-10-15,9.9
17393,2010-10-25,7.95
17400,2010-02-19,11.25
12841,2010-10-17,5.04
12620,2011-05-19,20.28
12688,2011-08-18,10
12725,2010-10-21,15.3
12971,2010-01-08,150
13077,2009-12-17,30
13662,2010-02-19,14.98
12490,2011-07-24,23.5
17870,2011-12-07,6.3
16128,2011-11-22,20.8
13111,2009-12-21,16.5
13552,2010-07-28,15.3
13115,2011-06-08,36.3
13089,2010-11-23,81.6
18210,2011-12-08,17
17841,2009-12-07,15.85
15518,2011-08-07,4.95
17287,2010-02-16,2.55
16595,2010-04-12,11.45
14321,2010-08-23,15.6
12415,2010-06-30,120.96
14502,2011-03-13,4.95
15747,2010-04-23,5.1
13384,2010-09-08,19.8
17299,2010-08-15,1.65
15615,2010-02-18,13.92
14284,2011-09-14,17.4
17938,2010-10-15,4.25
14911,2011-09-22,17.7
14857,2010-03-15,10.2
16701,2011-03-27,98.6
16960,2011-10-10,2.5
17644,2011-05-20,8.5
16370,2011-04-28,1.95
13319,2010-08-04,15
16950,2010-12-07,40.8
